U0U1_v1,U0U1_v2,U0U1_v3,U0U1_v4,U0U1_v5,U0U1_v6,U0U1_v7,U0U1_v8,U0U1_v9,U0U1_v10,U0U2_v1,U0U2_v2,U0U2_v3,U0U2_v4,U0U2_v5,U0U2_v6,U0U2_v7,U0U2_v8,U0U2_v9,U0U2_v10,U0U3_v1,U0U3_v2,U0U3_v3,U0U3_v4,U0U3_v5,U0U3_v6,U0U3_v7,U0U3_v8,U0U3_v9,U0U3_v10,U1U2_v1,U1U2_v2,U1U2_v3,U1U2_v4,U1U2_v5,U1U2_v6,U1U2_v7,U1U2_v8,U1U2_v9,U1U2_v10,U1U3_v1,U1U3_v2,U1U3_v3,U1U3_v4,U1U3_v5,U1U3_v6,U1U3_v7,U1U3_v8,U1U3_v9,U1U3_v10,U2U3_v1,U2U3_v2,U2U3_v3,U2U3_v4,U2U3_v5,U2U3_v6,U2U3_v7,U2U3_v8,U2U3_v9,U2U3_v10
4.7,4.036,3.713,2.935,2.593,2.308,1.72,1.273,0.666,0.21,4.672,4.007,3.618,2.935,2.479,2.175,1.615,1.197,0.637,0.106,4.596,3.96,3.58,2.954,2.346,2.099,1.558,1.122,0.58,0.144,4.586,4.549,3.514,2.982,2.422,2.118,1.615,1.055,0.514,0.068,4.615,4.653,3.571,2.954,2.384,2.156,1.653,1.084,0.561,0.106,4.463,3.912,3.485,2.992,2.451,2.071,1.539,1.093,0.523,0.125
4.767,4.017,3.694,2.954,2.574,2.308,1.72,1.264,0.694,0.182,4.634,3.912,3.58,2.935,2.451,2.137,1.625,1.197,0.552,0.125,4.624,3.922,3.571,2.973,2.365,2.08,1.596,1.141,0.542,0.134,4.615,4.558,3.504,2.973,2.47,2.128,1.634,1.036,0.533,0.077,4.615,4.539,3.571,2.954,2.432,2.223,1.615,1.046,0.561,0.106,4.435,3.922,3.466,2.925,2.489,2.071,1.577,1.122,0.571,0.182
4.71,3.95,3.723,2.982,2.574,2.299,1.72,1.302,0.694,0.229,4.672,3.931,3.59,2.944,2.451,2.175,1.587,1.169,0.58,0.134,4.605,4.083,3.599,2.944,2.375,2.09,1.549,1.15,0.571,0.125,4.634,4.102,3.533,2.963,2.451,2.128,1.625,1.036,0.542,0.049,4.605,4.596,3.561,2.963,2.432,2.27,1.644,1.074,0.571,0.087,4.454,3.96,3.466,2.935,2.46,2.023,1.549,1.103,0.542,0.144
4.691,3.988,3.732,2.982,2.583,2.299,1.739,1.292,0.685,0.21,4.624,3.941,3.561,2.954,2.422,2.137,1.653,1.235,0.628,0.115,4.596,3.988,3.571,2.982,2.375,2.099,1.568,1.112,0.552,0.134,4.605,3.941,3.533,2.992,2.413,2.137,1.615,1.074,0.561,0.087,4.643,4.596,3.533,2.859,2.422,2.194,1.634,1.055,0.552,0.087,4.444,3.903,3.476,2.973,2.47,2.061,1.577,1.074,0.523,0.134
4.71,4.007,3.704,3.001,2.593,2.242,1.72,1.226,0.685,0.201,4.605,3.969,3.59,2.944,2.479,2.147,1.606,1.207,0.571,0.201,4.615,4.074,3.618,2.973,2.356,2.109,1.606,1.122,0.561,0.125,4.596,3.912,3.542,2.935,2.384,2.109,1.587,1.046,0.561,0.096,4.643,4.624,3.58,2.944,2.432,2.213,1.615,1.065,0.552,0.087,4.473,3.95,3.447,2.954,2.46,2.071,1.549,1.084,0.571,0.153
4.681,3.941,3.732,3.068,2.555,2.204,1.72,1.245,0.685,0.201,4.615,3.931,3.609,2.916,2.422,2.185,1.587,1.16,0.609,0.115,4.615,3.988,3.59,2.944,2.394,2.052,1.596,1.169,0.571,0.115,4.596,3.988,3.542,2.992,2.394,2.118,1.615,1.046,0.542,0.058,4.586,4.681,3.59,2.935,2.432,2.137,1.615,1.055,0.542,0.02,4.473,3.865,3.485,2.935,2.479,2.071,1.587,1.055,0.542,0.144
4.748,3.95,3.704,2.992,2.621,2.242,1.701,1.264,0.675,0.21,4.596,3.875,3.571,2.982,2.451,2.118,1.615,1.235,0.599,0.182,4.615,3.979,3.599,2.963,2.346,2.09,1.596,1.15,0.58,0.144,4.596,4.007,3.542,2.982,2.356,2.118,1.615,1.055,0.523,0.068,4.615,4.549,3.571,2.973,2.422,2.128,1.615,1.065,0.542,0.106,4.492,3.941,3.504,3.011,2.498,2.042,1.558,1.112,0.561,0.163
4.729,4.492,3.713,2.992,2.583,2.28,1.71,1.283,0.704,0.191,4.653,3.894,3.561,2.916,2.403,2.194,1.653,1.15,0.561,0.182,4.596,3.931,3.599,2.963,2.375,2.08,1.577,1.122,0.533,0.144,4.624,4.007,3.542,2.992,2.403,2.166,1.615,1.055,0.542,0.077,4.634,4.511,3.571,2.963,2.422,2.232,1.634,1.046,0.542,0.096,4.454,3.884,3.485,3.001,2.451,2.052,1.606,1.093,0.58,0.144
4.691,3.998,3.742,2.973,2.583,2.299,1.691,1.283,0.675,0.201,4.672,3.875,3.571,2.906,2.46,2.185,1.653,1.226,0.571,0.182,4.624,4.026,3.59,2.982,2.365,2.061,1.568,1.112,0.552,0.115,4.653,3.96,3.552,2.925,2.432,2.147,1.615,1.055,0.523,0.068,4.586,4.653,3.571,2.954,2.422,2.147,1.625,1.055,0.542,0.068,4.52,3.856,3.504,2.925,2.489,2.128,1.568,1.112,0.542,0.153
4.691,4.017,3.723,2.992,2.602,2.232,1.729,1.226,0.694,0.22,4.624,4.007,3.599,2.944,2.46,2.137,1.634,1.207,0.609,0.163,4.615,4.15,3.599,2.963,2.375,2.061,1.606,1.122,0.542,0.106,4.643,3.988,3.533,2.973,2.365,2.137,1.625,1.065,0.609,0.096,4.605,4.586,3.58,2.982,2.432,2.232,1.653,1.112,0.542,0.039,4.435,3.903,3.542,2.963,2.489,2.042,1.549,1.065,0.514,0.144
4.691,3.988,3.723,2.963,2.555,2.308,1.691,1.245,0.685,0.21,4.624,3.875,3.599,2.925,2.432,2.128,1.653,1.197,0.533,0.21,4.586,4.036,3.618,2.992,2.365,2.071,1.587,1.112,0.542,0.125,4.577,4.026,3.533,2.944,2.384,2.08,1.653,1.008,0.542,0.077,4.634,4.586,3.561,2.982,2.46,2.166,1.615,1.112,0.561,0.077,4.52,3.856,3.504,2.973,2.47,2.014,1.549,1.103,0.552,0.125
4.7,3.969,3.732,2.963,2.593,2.27,1.729,1.273,0.713,0.201,4.596,3.856,3.571,2.954,2.432,2.185,1.596,1.141,0.552,0.134,4.624,4.026,3.618,2.944,2.365,2.061,1.634,1.131,0.523,0.144,4.624,3.988,3.533,2.963,2.403,2.118,1.606,1.027,0.571,0.087,4.586,4.71,3.59,2.954,2.422,2.204,1.653,1.055,0.58,0.087,4.53,3.912,3.495,3.02,2.46,2.09,1.53,1.16,0.542,0.115
4.729,4.007,3.723,3.001,2.602,2.308,1.72,1.264,0.694,0.21,4.643,3.903,3.561,2.944,2.451,2.137,1.653,1.15,0.533,0.153,4.634,4.425,3.571,2.992,2.384,2.099,1.577,1.15,0.542,0.115,4.643,3.998,3.571,2.982,2.46,2.128,1.644,1.046,0.533,0.087,4.605,4.634,3.533,2.944,2.375,2.27,1.625,1.103,0.552,0.087,4.492,3.875,3.485,2.954,2.47,2.099,1.577,1.093,0.552,0.115
4.7,3.96,3.713,3.068,2.574,2.28,1.72,1.264,0.694,0.191,4.624,3.969,3.59,2.935,2.422,2.175,1.644,1.141,0.609,0.125,4.596,4.283,3.599,2.982,2.356,2.099,1.596,1.15,0.552,0.115,4.586,3.96,3.514,2.973,2.422,2.147,1.606,1.046,0.533,0.077,4.605,4.757,3.58,2.963,2.422,2.166,1.615,1.074,0.542,0.068,4.473,3.875,3.504,2.963,2.47,2.09,1.568,1.103,0.533,0.153
4.691,3.988,3.732,3.03,2.583,2.346,1.682,1.273,0.685,0.201,4.596,3.95,3.628,2.925,2.432,2.156,1.615,1.179,0.59,0.248,4.634,3.96,3.628,2.973,2.346,2.061,1.596,1.122,0.561,0.134,4.634,3.931,3.514,2.944,2.441,2.147,1.615,1.055,0.58,0.068,4.586,4.719,3.59,2.906,2.451,2.185,1.606,1.074,0.542,0.058,4.473,3.922,3.476,2.973,2.451,2.118,1.539,1.122,0.561,0.144
4.738,3.979,3.685,2.973,2.602,2.27,1.739,1.254,0.685,0.182,4.605,3.96,3.542,2.973,2.441,2.175,1.587,1.226,0.609,0.106,4.605,4.007,3.58,2.982,2.365,2.071,1.587,1.131,0.514,0.134,4.615,3.931,3.504,2.954,2.432,2.118,1.596,1.046,0.542,0.058,4.586,4.53,3.618,2.925,2.422,2.242,1.625,1.055,0.552,0.096,4.482,3.922,3.466,2.992,2.47,2.061,1.606,1.131,0.561,0.134
4.729,3.988,3.732,3.03,2.612,2.289,1.72,1.292,0.704,0.21,4.615,3.894,3.599,2.935,2.441,2.175,1.625,1.169,0.523,0.106,4.615,4.482,3.58,3.001,2.356,2.08,1.558,1.122,0.571,0.144,4.624,3.922,3.533,2.992,2.375,2.118,1.625,1.046,0.561,0.087,4.634,4.586,3.599,2.897,2.47,2.185,1.644,1.046,0.599,0.077,4.473,3.922,3.428,3.02,2.451,2.052,1.568,1.112,0.571,0.153
4.7,3.941,3.723,3.001,2.555,2.223,1.748,1.273,0.675,0.248,4.615,3.903,3.618,2.963,2.432,2.185,1.625,1.188,0.618,0.182,4.624,3.865,3.599,3.001,2.346,2.099,1.596,1.141,0.561,0.115,4.605,3.96,3.504,3.001,2.375,2.156,1.606,1.036,0.571,0.077,4.596,4.672,3.523,2.935,2.441,2.147,1.644,1.065,0.542,0.077,4.463,3.894,3.447,2.963,2.47,2.052,1.596,1.122,0.542,0.134
4.672,3.95,3.723,3.077,2.564,2.27,1.691,1.245,0.666,0.21,4.624,3.865,3.561,2.944,2.46,2.185,1.596,1.235,0.637,0.153,4.624,3.988,3.59,2.944,2.356,2.09,1.577,1.141,0.561,0.125,4.643,3.96,3.58,2.935,2.422,2.147,1.606,1.036,0.58,0.077,4.624,4.568,3.571,2.916,2.479,2.147,1.644,1.036,0.552,0.049,4.511,3.969,3.466,2.954,2.479,2.071,1.539,1.131,0.561,0.125
4.719,3.95,3.694,3.087,2.564,2.27,1.72,1.245,0.647,0.201,4.615,3.922,3.542,2.954,2.46,2.185,1.644,1.169,0.542,0.134,4.634,4.064,3.599,3.02,2.346,2.099,1.615,1.122,0.59,0.144,4.624,3.979,3.552,2.944,2.441,2.137,1.596,1.055,0.59,0.068,4.577,4.672,3.552,2.963,2.432,2.175,1.634,1.084,0.552,0.058,4.501,3.931,3.504,3.001,2.47,2.052,1.587,1.084,0.561,0.106
4.691,3.998,3.713,3.058,2.574,2.318,1.701,1.254,0.675,0.21,4.624,3.998,3.609,2.973,2.422,2.147,1.615,1.197,0.542,0.21,4.605,4.055,3.58,2.973,2.356,2.08,1.587,1.141,0.561,0.115,4.596,3.998,3.523,2.916,2.451,2.118,1.615,1.055,0.571,0.087,4.615,4.34,3.59,2.963,2.432,2.223,1.596,1.074,0.552,0.096,4.463,3.865,3.476,2.982,2.46,2.004,1.549,1.093,0.561,0.125
4.719,3.912,3.713,3.039,2.564,2.251,1.682,1.216,0.647,0.21,4.586,3.95,3.571,2.954,2.46,2.175,1.625,1.235,0.628,0.144,4.605,4.359,3.628,2.973,2.375,2.08,1.577,1.122,0.552,0.134,4.643,3.969,3.533,2.868,2.479,2.156,1.625,1.036,0.561,0.068,4.624,4.634,3.59,2.935,2.403,2.204,1.625,1.084,0.571,0.087,4.463,3.884,3.514,2.992,2.479,2.071,1.558,1.122,0.552,0.144
4.719,4.026,3.694,3.096,2.602,2.318,1.72,1.292,0.656,0.22,4.615,3.95,3.58,2.906,2.451,2.137,1.634,1.188,0.58,0.144,4.605,3.95,3.599,2.954,2.308,1.549,1.615,1.122,0.552,0.115,4.634,4.112,3.571,2.973,2.413,2.128,1.625,1.046,0.561,0.096,4.624,4.568,3.523,2.973,2.451,2.194,1.634,1.065,0.514,0.087,4.444,3.912,3.504,2.982,2.489,2.033,1.568,1.103,0.552,0.153
4.729,3.95,3.751,3.049,2.602,2.251,1.672,1.273,0.666,0.21,4.605,3.95,3.609,2.916,2.441,2.175,1.644,1.188,0.561,0.125,4.615,4.007,3.59,2.992,2.337,2.08,1.587,1.122,0.58,0.144,4.643,3.922,3.552,2.954,2.403,2.137,1.587,1.046,0.552,0.106,4.605,4.643,3.552,2.944,2.47,2.27,1.615,1.074,0.542,0.058,4.482,3.922,3.466,2.954,2.498,2.052,1.577,1.131,0.552,0.153
4.7,3.922,3.704,3.106,2.612,2.251,1.729,1.235,0.685,0.248,4.624,3.912,3.609,2.954,2.432,2.213,1.663,1.207,0.514,0.134,4.615,3.856,3.571,2.992,2.337,2.109,1.568,1.141,0.561,0.106,4.643,4.074,3.542,2.906,2.403,2.175,1.606,1.055,0.552,0.068,4.596,4.681,3.59,2.935,2.394,2.071,1.625,1.036,0.561,0.068,4.454,3.875,3.428,2.944,2.479,2.014,1.539,1.122,0.542,0.115
4.729,4.492,3.732,2.992,2.593,2.289,1.71,1.283,0.704,0.21,4.624,3.884,3.561,2.935,2.451,2.185,1.644,1.264,0.58,0.191,4.596,3.96,3.59,2.982,2.346,2.052,1.615,1.141,0.58,0.134,4.634,3.979,3.542,2.935,2.413,2.128,1.615,1.084,0.561,0.068,4.615,4.549,3.533,3.001,2.403,2.185,1.615,1.065,0.552,0.039,4.492,3.931,3.514,2.973,2.46,2.09,1.634,1.103,0.542,0.106
4.681,4.017,3.732,3.03,2.555,2.27,1.71,1.302,0.685,0.21,4.634,3.922,3.58,2.925,2.441,2.156,1.625,1.245,0.571,0.106,4.634,3.979,3.59,2.992,2.346,2.109,1.587,1.122,0.58,0.163,4.653,4.045,3.552,2.992,2.403,2.156,1.634,1.046,0.523,0.058,4.615,4.729,3.533,2.954,2.413,2.242,1.644,1.065,0.561,0.106,4.473,3.931,3.447,2.963,2.451,2.052,1.558,1.131,0.542,0.125
4.729,4.045,3.742,3.049,2.583,2.251,1.701,1.273,0.685,0.229,4.586,3.96,3.59,2.963,2.46,2.175,1.615,1.131,0.675,0.068,4.624,3.95,3.599,2.973,2.375,2.08,1.606,1.131,0.58,0.125,4.634,3.95,3.533,3.001,2.451,2.166,1.568,1.046,0.542,0.068,4.605,4.586,3.504,2.935,2.394,2.109,1.644,1.055,0.533,0.077,4.435,3.922,3.504,2.982,2.46,2.004,1.568,1.065,0.552,0.125
4.748,4.026,3.742,3.03,2.593,2.232,1.72,1.264,0.647,0.182,4.605,3.931,3.504,2.916,2.489,2.166,1.634,1.16,0.637,0.172,4.586,4.444,3.618,2.954,2.375,2.071,1.587,1.131,0.542,0.163,4.624,3.931,3.495,2.935,2.479,2.128,1.615,1.046,0.542,0.096,4.596,4.387,3.533,2.897,2.394,2.175,1.625,1.046,0.571,0.077,4.463,3.903,3.533,2.992,2.46,2.09,1.549,1.103,0.542,0.144
4.719,4.017,3.732,2.992,2.64,2.318,1.701,1.311,0.675,0.21,4.596,3.884,3.561,2.925,2.441,2.128,1.634,1.216,0.609,0.182,4.624,3.95,3.59,2.973,2.356,2.09,1.625,1.103,0.542,0.115,4.634,4.444,3.533,3.001,2.375,2.156,1.596,1.046,0.58,0.068,4.615,4.653,3.618,2.916,2.451,2.204,1.644,1.027,0.552,0.068,4.416,3.912,3.476,2.963,2.47,2.014,1.549,1.093,0.542,0.144
4.7,3.95,3.713,3.068,2.593,2.289,1.729,1.245,0.685,0.22,4.615,4.026,3.571,2.963,2.47,2.147,1.634,1.207,0.609,0.106,4.605,3.903,3.628,2.963,2.375,2.109,1.606,1.141,0.571,0.115,4.586,4.729,3.552,2.992,2.413,2.147,1.615,1.046,0.561,0.049,4.586,4.615,3.542,2.944,2.422,2.175,1.634,1.017,0.533,0.068,4.425,3.96,3.523,2.982,2.46,2.042,1.568,1.084,0.552,0.144
4.738,3.969,3.761,3.03,2.612,2.289,1.701,1.254,0.685,0.229,4.568,3.922,3.599,2.925,2.441,2.118,1.606,1.188,0.609,0.153,4.615,4.131,3.59,2.973,2.365,2.071,1.606,1.141,0.571,0.134,4.634,4.501,3.533,2.954,2.432,2.166,1.625,1.055,0.552,0.087,4.615,4.719,3.561,2.954,2.394,2.194,1.644,1.103,0.542,0.058,4.454,3.95,3.504,2.935,2.46,2.08,1.549,1.122,0.533,0.125
4.672,3.96,3.751,3.077,2.583,2.27,1.691,1.245,0.685,0.239,4.634,4.007,3.58,2.925,2.46,2.194,1.596,1.207,0.59,0.201,4.577,4.036,3.599,2.954,2.365,2.08,1.625,1.16,0.58,0.125,4.615,4.454,3.504,2.954,2.375,2.137,1.596,1.046,0.552,0.077,4.653,4.7,3.561,2.944,2.422,2.204,1.625,1.055,0.552,0.058,4.397,3.903,3.485,2.935,2.479,2.147,1.577,1.074,0.552,0.115
4.691,4.007,3.713,3.02,2.583,2.289,1.71,1.283,0.675,0.22,4.643,3.922,3.599,2.897,2.441,2.185,1.672,1.226,0.609,0.22,4.605,3.95,3.628,2.954,2.318,2.099,1.587,1.112,0.552,0.134,4.624,4.7,3.542,2.935,2.479,2.156,1.606,1.055,0.542,0.087,4.615,4.729,3.561,2.887,2.422,2.232,1.615,1.074,0.599,0.039,4.463,3.903,3.457,2.992,2.46,2.033,1.549,1.112,0.552,0.134
4.738,3.96,3.723,3.115,2.574,2.289,1.72,1.245,0.685,0.182,4.643,3.884,3.571,2.944,2.46,2.204,1.625,1.16,0.561,0.134,4.615,4.036,3.59,2.973,2.365,2.08,1.577,1.169,0.552,0.134,4.624,4.805,3.552,2.992,2.47,2.166,1.606,1.008,0.571,0.077,4.624,4.643,3.571,2.992,2.413,2.137,1.606,1.055,0.542,0.068,4.444,3.865,3.476,2.916,2.47,2.09,1.53,1.122,0.523,0.144
4.7,3.941,3.742,3.068,2.631,2.299,1.71,1.245,0.656,0.191,4.605,3.922,3.571,2.935,2.479,2.185,1.644,1.188,0.628,0.201,4.615,4.178,3.59,2.954,2.375,2.09,1.577,1.141,0.552,0.134,4.605,4.814,3.542,2.982,2.413,2.166,1.558,1.036,0.571,0.058,4.643,4.292,3.571,2.935,2.432,2.223,1.682,1.027,0.571,0.049,4.425,3.894,3.485,2.954,2.46,2.08,1.549,1.103,0.561,0.134
4.691,4.083,3.761,3.02,2.602,2.251,1.72,1.264,0.685,0.21,4.634,3.894,3.58,2.982,2.47,2.204,1.644,1.169,0.58,0.191,4.605,4.131,3.58,2.963,2.365,2.09,1.587,1.16,0.571,0.115,4.624,4.824,3.561,2.954,2.403,2.156,1.625,1.008,0.58,0.049,4.624,4.52,3.504,2.887,2.422,2.147,1.625,1.103,0.561,0.068,4.444,3.903,3.457,2.925,2.489,2.033,1.587,1.141,0.533,0.125
4.691,4.045,3.723,3.03,2.546,2.299,1.691,1.245,0.666,0.191,4.605,3.884,3.552,2.916,2.441,2.194,1.634,1.16,0.647,0.115,4.624,4.378,3.609,2.954,2.384,2.09,1.625,1.131,0.561,0.106,4.653,4.862,3.523,3.011,2.403,2.137,1.596,1.046,0.533,0.106,4.615,4.463,3.58,3.03,2.479,2.261,1.625,1.055,0.533,0.077,4.454,3.818,3.476,2.954,2.489,2.099,1.558,1.084,0.533,0.125
4.7,3.979,3.751,3.068,2.574,2.251,1.739,1.226,0.694,0.22,4.634,4.007,3.523,2.954,2.46,2.147,1.663,1.169,0.656,0.115,4.615,4.178,3.58,2.982,2.346,2.09,1.568,1.112,0.59,0.115,4.605,4.881,3.514,2.973,2.441,2.147,1.634,1.046,0.561,0.087,4.615,4.624,3.561,2.935,2.432,2.156,1.606,1.046,0.571,0.049,4.444,3.931,3.447,2.916,2.489,2.071,1.568,1.131,0.533,0.134
4.748,3.931,3.742,3.049,2.583,2.308,1.691,1.207,0.732,0.182,4.624,3.865,3.561,2.887,2.508,2.166,1.587,1.188,0.637,0.115,4.643,3.998,3.609,2.963,2.346,2.099,1.606,1.093,0.561,0.144,4.615,4.814,3.495,2.982,2.394,2.166,1.587,1.036,0.542,0.096,4.634,4.482,3.59,2.925,2.375,2.137,1.625,1.065,0.542,0.087,4.435,3.875,3.476,2.944,2.489,2.023,1.568,1.122,0.514,0.144
4.71,3.912,3.704,3.068,2.583,2.242,1.72,1.235,0.656,0.172,4.605,3.912,3.647,2.944,2.432,2.128,1.558,1.197,0.637,0.153,4.596,4.017,3.59,2.982,2.384,2.08,1.568,1.16,0.561,0.134,4.605,4.881,3.533,2.973,2.432,2.175,1.606,1.074,0.571,0.049,4.586,4.577,3.599,2.944,2.489,2.185,1.625,1.046,0.571,0.087,4.435,3.875,3.485,2.992,2.489,2.052,1.577,1.103,0.561,0.106
4.71,4.036,3.704,3.03,2.621,2.308,1.758,1.264,0.675,0.201,4.624,3.922,3.599,2.944,2.451,2.175,1.634,1.245,0.59,0.125,4.605,3.931,3.59,3.001,2.346,2.099,1.606,1.131,0.571,0.153,4.596,4.416,3.533,2.954,2.413,2.128,1.606,1.074,0.561,0.058,4.596,4.435,3.561,2.944,2.422,2.109,1.625,1.074,0.561,0.049,4.444,3.931,3.476,2.954,2.46,2.052,1.53,1.131,0.571,0.125
4.681,3.979,3.751,3.049,2.631,2.28,1.729,1.283,0.675,0.248,4.605,3.922,3.628,2.897,2.432,2.156,1.625,1.188,0.685,0.191,4.596,4.273,3.59,2.944,2.375,2.071,1.596,1.093,0.552,0.096,4.605,4.691,3.504,2.963,2.441,2.118,1.577,1.084,0.552,0.068,4.634,4.349,3.533,2.944,2.403,2.166,1.644,1.065,0.561,0.096,4.435,3.903,3.495,2.935,2.489,2.099,1.568,1.122,0.542,0.115
4.681,3.95,3.761,3.02,2.583,2.251,1.72,1.216,0.666,0.22,4.568,3.912,3.59,2.916,2.432,2.213,1.625,1.188,0.561,0.163,4.624,3.95,3.59,3.02,2.346,2.09,1.606,1.122,0.561,0.134,4.643,4.444,3.504,3.001,2.413,2.166,1.596,1.055,0.552,0.068,4.624,4.53,3.571,2.897,2.489,2.204,1.625,1.065,0.561,0.087,4.435,3.884,3.447,2.992,2.46,2.071,1.568,1.122,0.542,0.153
4.672,3.969,3.723,3.03,2.602,2.261,1.663,1.273,0.675,0.21,4.624,3.95,3.552,2.982,2.432,2.194,1.606,1.226,0.552,0.106,4.624,4.463,3.59,2.973,2.346,2.08,1.596,1.207,0.552,0.115,4.615,4.596,3.542,2.992,2.375,2.156,1.606,1.055,0.571,0.058,4.643,4.653,3.561,2.973,2.375,2.261,1.644,1.074,0.561,0.068,4.435,3.894,3.457,2.992,2.489,2.118,1.558,1.112,0.542,0.115
4.691,4.026,3.751,3.049,2.583,2.223,1.71,1.264,0.656,0.229,4.549,3.931,3.599,2.954,2.479,2.204,1.634,1.226,0.552,0.182,4.624,4.007,3.609,2.954,2.384,2.099,1.577,1.141,0.561,0.087,4.624,4.871,3.523,2.954,2.403,2.128,1.625,1.008,0.542,0.077,4.615,4.719,3.561,2.973,2.432,2.185,1.615,1.046,0.571,0.077,4.425,3.922,3.552,2.944,2.479,2.061,1.587,1.112,0.514,0.134
4.71,3.969,3.723,3.011,2.593,2.27,1.71,1.264,0.647,0.21,4.643,3.979,3.533,2.925,2.47,2.166,1.625,1.169,0.599,0.163,4.624,4.378,3.599,3.02,2.356,2.052,1.587,1.074,0.59,0.125,4.577,4.871,3.571,3.039,2.384,2.118,1.634,1.055,0.542,0.049,4.586,4.672,3.552,2.982,2.403,2.185,1.634,1.046,0.58,0.058,4.473,3.95,3.495,2.963,2.479,2.052,1.558,1.112,0.505,0.106
4.729,3.979,3.694,3.001,2.583,2.27,1.71,1.254,0.666,0.22,4.643,3.894,3.571,2.925,2.451,2.185,1.653,1.122,0.637,0.134,4.615,4.397,3.58,2.982,2.365,2.099,1.606,1.112,0.599,0.125,4.596,4.909,3.533,2.963,2.422,2.128,1.587,1.055,0.552,0.096,4.634,4.662,3.571,2.944,2.441,2.175,1.625,1.036,0.542,0.058,4.444,3.875,3.447,2.954,2.441,2.014,1.587,1.122,0.542,0.134
4.767,3.969,3.77,3.001,2.602,2.28,1.701,1.254,0.656,0.229,4.634,3.941,3.571,2.954,2.46,2.128,1.644,1.16,0.637,0.21,4.643,4.254,3.571,2.925,2.346,2.052,1.587,1.169,0.542,0.125,4.605,4.634,3.504,2.973,2.394,2.109,1.596,1.074,0.542,0.068,4.615,4.691,3.599,2.973,2.403,2.194,1.625,1.065,0.552,0.077,4.425,3.894,3.504,2.982,2.479,2.023,1.577,1.112,0.552,0.115
4.729,3.998,3.685,3.011,2.555,2.261,1.691,1.264,0.694,0.239,4.653,3.884,3.609,2.916,2.451,2.175,1.644,1.197,0.637,0.182,4.605,4.026,3.59,2.973,2.384,2.061,1.577,1.112,0.59,0.153,4.624,4.719,3.514,3.03,2.422,2.175,1.615,1.046,0.571,0.096,4.596,4.634,3.552,2.973,2.46,2.204,1.653,1.065,0.514,0.068,4.444,3.941,3.476,2.982,2.46,2.023,1.549,1.122,0.542,0.144
4.691,3.903,3.761,3.011,2.583,2.242,1.71,1.273,0.637,0.22,4.624,3.931,3.618,2.925,2.441,2.223,1.653,1.169,0.58,0.191,4.634,3.998,3.58,2.944,2.356,2.118,1.596,1.122,0.561,0.153,4.586,4.492,3.514,2.992,2.394,2.137,1.568,1.065,0.561,0.049,4.586,4.691,3.59,2.935,2.432,2.251,1.634,1.036,0.571,0.087,4.454,3.931,3.466,2.973,2.498,2.052,1.558,1.093,0.552,0.134
4.757,3.931,3.723,2.992,2.593,2.242,1.682,1.245,0.637,0.182,4.596,3.96,3.571,2.925,2.489,2.128,1.625,1.122,0.552,0.115,4.615,4.387,3.618,2.954,2.356,2.109,1.577,1.131,0.571,0.096,4.605,4.511,3.523,2.944,2.394,2.156,1.634,1.074,0.542,0.096,4.634,4.653,3.599,2.992,2.432,2.242,1.663,1.065,0.533,0.068,4.454,3.894,3.438,2.992,2.479,1.995,1.558,1.103,0.552,0.087
4.691,3.96,3.732,3.03,2.555,2.251,1.691,1.207,0.685,0.22,4.596,3.931,3.552,2.897,2.47,2.194,1.625,1.179,0.618,0.115,4.634,4.539,3.609,2.982,2.346,2.118,1.577,1.122,0.552,0.153,4.596,4.558,3.561,2.992,2.422,2.128,1.644,1.074,0.59,0.068,4.615,4.7,3.571,2.944,2.403,2.156,1.634,1.074,0.599,0.115,4.444,3.941,3.504,2.935,2.47,2.128,1.558,1.093,0.571,0.163
4.662,3.988,3.732,3.039,2.583,2.251,1.72,1.264,0.675,0.191,4.662,3.903,3.618,2.963,2.479,2.147,1.577,1.16,0.647,0.144,4.643,4.15,3.571,2.973,2.337,2.08,1.596,1.16,0.58,0.068,4.634,4.53,3.552,2.944,2.413,2.166,1.587,1.036,0.561,0.077,4.605,4.435,3.58,2.973,2.422,2.128,1.625,1.055,0.552,0.125,4.454,3.912,3.457,2.973,2.479,2.004,1.539,1.112,0.542,0.144
4.71,3.922,3.751,3.02,2.555,2.299,1.701,1.273,0.637,0.21,4.586,3.922,3.599,2.906,2.479,2.175,1.644,1.179,0.59,0.106,4.596,4.311,3.59,2.954,2.346,2.109,1.596,1.131,0.561,0.134,4.643,4.9,3.561,2.954,2.403,2.175,1.606,1.055,0.561,0.049,4.596,4.473,3.552,2.954,2.479,2.223,1.625,1.093,0.552,0.096,4.444,3.931,3.485,2.963,2.479,2.042,1.549,1.131,0.542,0.182
4.681,3.998,3.742,3.049,2.583,2.27,1.729,1.264,0.647,0.201,4.615,3.941,3.59,2.897,2.46,2.185,1.606,1.16,0.58,0.125,4.615,4.406,3.647,2.982,2.356,2.09,1.558,1.15,0.561,0.134,4.624,4.007,3.533,2.887,2.498,2.166,1.549,1.055,0.542,0.058,4.615,4.539,3.58,2.963,2.432,2.166,1.663,1.046,0.571,0.125,4.416,3.856,3.495,2.982,2.47,2.118,1.568,1.15,0.542,0.087
