U0U1_v1,U0U1_v2,U0U1_v3,U0U1_v4,U0U1_v5,U0U1_v6,U0U1_v7,U0U1_v8,U0U1_v9,U0U1_v10,U0U2_v1,U0U2_v2,U0U2_v3,U0U2_v4,U0U2_v5,U0U2_v6,U0U2_v7,U0U2_v8,U0U2_v9,U0U2_v10,U0U3_v1,U0U3_v2,U0U3_v3,U0U3_v4,U0U3_v5,U0U3_v6,U0U3_v7,U0U3_v8,U0U3_v9,U0U3_v10,U1U2_v1,U1U2_v2,U1U2_v3,U1U2_v4,U1U2_v5,U1U2_v6,U1U2_v7,U1U2_v8,U1U2_v9,U1U2_v10,U1U3_v1,U1U3_v2,U1U3_v3,U1U3_v4,U1U3_v5,U1U3_v6,U1U3_v7,U1U3_v8,U1U3_v9,U1U3_v10,U2U3_v1,U2U3_v2,U2U3_v3,U2U3_v4,U2U3_v5,U2U3_v6,U2U3_v7,U2U3_v8,U2U3_v9,U2U3_v10
4.662,4.178,3.647,3.077,2.65,2.109,1.596,1.074,0.618,0.153,4.615,4.131,3.599,3.049,2.574,2.004,1.587,1.093,0.609,0.125,4.605,4.102,3.618,3.039,2.555,2.042,1.549,1.046,0.552,0.115,4.586,4.083,3.609,3.068,2.536,2.071,1.511,1.027,0.618,0.115,4.634,4.159,3.58,3.077,2.574,1.995,1.587,1.046,0.561,0.125,4.653,4.131,3.618,3.087,2.574,2.033,1.587,1.055,0.59,0.172
4.653,4.197,3.647,3.115,2.659,2.109,1.634,1.112,0.59,0.163,4.653,4.14,3.59,3.096,2.602,2.109,1.587,0.979,0.647,0.096,4.615,4.112,3.609,3.068,2.564,2.052,1.549,1.046,0.533,0.134,4.615,4.093,3.59,3.087,2.536,2.014,1.539,1.074,0.561,0.144,4.634,4.169,3.599,3.106,2.564,2.014,1.558,1.046,0.647,0.106,4.634,4.15,3.637,3.077,2.602,2.052,1.587,1.074,0.552,0.191
4.662,4.197,3.656,3.115,2.621,2.09,1.577,1.103,0.59,0.144,4.605,4.159,3.59,3.106,2.546,2.052,1.596,1.027,0.59,0.058,4.596,4.14,3.647,3.039,2.574,2.023,1.539,1.046,0.58,0.106,4.643,4.112,3.599,3.087,2.536,2.052,1.492,1.055,0.561,0.106,4.586,4.169,3.599,3.077,2.583,2.004,1.53,1.065,0.59,0.106,4.662,4.131,3.628,3.096,2.574,2.052,1.587,1.055,0.58,0.144
4.653,4.188,3.647,3.087,2.621,2.099,1.606,1.065,0.599,0.153,4.624,4.15,3.618,3.096,2.546,2.09,1.634,1.093,0.609,0.134,4.624,4.14,3.599,3.077,2.555,1.995,1.587,1.036,0.542,0.134,4.586,4.102,3.618,3.096,2.564,2.08,1.482,1.046,0.609,0.096,4.634,4.178,3.637,3.077,2.555,2.004,1.549,1.017,0.542,0.087,4.615,4.14,3.647,3.096,2.593,2.042,1.587,1.084,0.58,0.163
4.634,4.159,3.628,3.087,2.669,2.09,1.606,1.093,0.599,0.144,4.643,4.15,3.561,3.077,2.536,2.052,1.587,1.122,0.561,0.125,4.586,4.121,3.599,3.087,2.574,2.014,1.539,1.046,0.571,0.096,4.615,4.102,3.609,3.058,2.498,2.014,1.492,1.046,0.561,0.144,4.653,4.178,3.571,3.068,2.602,2.052,1.549,1.046,0.599,0.106,4.672,4.14,3.637,3.087,2.583,2.042,1.577,1.084,0.599,0.229
4.653,4.197,3.647,3.115,2.65,2.099,1.625,1.103,0.609,0.172,4.634,4.159,3.628,3.058,2.593,2.033,1.596,1.027,0.685,0.144,4.605,4.14,3.618,3.068,2.574,2.052,1.539,1.046,0.542,0.087,4.653,4.112,3.59,3.087,2.508,2.004,1.511,1.027,0.637,0.096,4.605,4.197,3.618,3.077,2.555,2.042,1.511,1.017,0.505,0.087,4.662,4.14,3.656,3.087,2.583,2.033,1.596,1.046,0.59,0.153
4.653,4.178,3.628,3.134,2.669,2.109,1.615,1.065,0.647,0.163,4.624,4.15,3.58,3.115,2.574,2.099,1.615,1.074,0.666,0.115,4.653,4.112,3.609,3.068,2.564,2.052,1.596,1.036,0.58,0.144,4.653,4.112,3.599,3.115,2.546,2.061,1.492,1.055,0.628,0.144,4.643,4.159,3.58,3.106,2.555,2.052,1.549,1.046,0.58,0.115,4.643,4.15,3.647,3.068,2.583,2.033,1.577,1.074,0.571,0.163
4.653,4.188,3.637,3.058,2.631,2.099,1.558,1.131,0.599,0.172,4.624,4.14,3.571,3.058,2.64,2.052,1.568,1.131,0.609,0.106,4.615,4.112,3.59,3.058,2.555,2.052,1.577,1.017,0.561,0.096,4.653,4.14,3.571,3.106,2.508,2.042,1.511,0.979,0.58,0.087,4.615,4.178,3.609,3.106,2.564,2.042,1.568,1.084,0.618,0.096,4.662,4.14,3.628,3.096,2.555,2.033,1.568,1.065,0.552,0.172
4.615,4.216,3.628,3.096,2.65,2.137,1.568,1.074,0.58,0.172,4.662,4.15,3.618,3.068,2.631,2.042,1.634,1.122,0.59,0.191,4.615,4.131,3.599,3.049,2.555,2.042,1.558,1.027,0.561,0.096,4.653,4.102,3.571,3.087,2.508,2.08,1.511,1.017,0.59,0.106,4.634,4.178,3.599,3.087,2.555,2.014,1.568,1.036,0.571,0.106,4.653,4.15,3.628,3.087,2.583,2.052,1.587,1.074,0.561,0.201
4.634,4.15,3.675,3.068,2.631,2.137,1.644,1.074,0.628,0.144,4.624,4.15,3.59,3.106,2.546,2.128,1.653,1.065,0.694,0.068,4.615,4.131,3.628,3.068,2.574,2.052,1.539,1.046,0.542,0.125,4.634,4.102,3.609,3.096,2.536,2.061,1.53,1.065,0.58,0.106,4.634,4.178,3.609,3.087,2.546,2.052,1.558,1.046,0.561,0.096,4.653,4.14,3.599,3.077,2.564,2.033,1.577,1.074,0.571,0.182
4.643,4.216,3.628,3.134,2.707,2.08,1.587,1.074,0.628,0.163,4.634,4.15,3.599,3.058,2.621,2.033,1.558,1.074,0.618,0.068,4.615,4.121,3.609,3.077,2.564,2.033,1.53,1.036,0.58,0.106,4.596,4.102,3.599,3.068,2.536,2.052,1.501,1.027,0.59,0.115,4.624,4.178,3.58,3.106,2.546,2.042,1.577,1.055,0.552,0.106,4.653,4.131,3.618,3.068,2.564,2.052,1.596,1.036,0.58,0.144
4.634,4.178,3.628,3.087,2.65,2.109,1.606,1.103,0.609,0.191,4.605,4.15,3.666,3.087,2.602,2.061,1.577,1.055,0.609,0.125,4.624,4.14,3.58,3.058,2.564,2.052,1.587,1.036,0.542,0.182,4.643,4.121,3.618,3.106,2.489,2.014,1.539,0.998,0.58,0.125,4.643,4.159,3.609,3.106,2.536,2.033,1.625,1.055,0.618,0.106,4.662,4.15,3.628,3.087,2.583,2.052,1.549,1.074,0.58,0.153
4.643,4.15,3.628,3.087,2.612,2.09,1.568,1.131,0.609,0.163,4.568,4.131,3.571,3.106,2.583,2.052,1.568,1.027,0.647,0.134,4.615,4.131,3.609,3.039,2.564,2.042,1.587,1.046,0.599,0.106,4.643,4.112,3.59,3.068,2.508,2.052,1.52,1.084,0.609,0.125,4.653,4.169,3.609,3.096,2.583,2.004,1.568,1.017,0.618,0.106,4.662,4.131,3.618,3.087,2.593,2.052,1.577,1.065,0.59,0.182
4.653,4.188,3.628,3.115,2.631,2.099,1.558,1.065,0.637,0.172,4.577,4.15,3.599,3.077,2.555,2.099,1.625,1.046,0.647,0.144,4.596,4.15,3.618,3.058,2.564,2.023,1.558,1.008,0.523,0.106,4.653,4.093,3.609,3.096,2.536,2.08,1.52,1.036,0.647,0.115,4.605,4.169,3.666,3.096,2.546,2.033,1.549,1.027,0.523,0.115,4.662,4.15,3.628,3.068,2.574,2.052,1.549,1.046,0.599,0.191
4.672,4.178,3.618,3.068,2.678,2.071,1.577,1.103,0.618,0.125,4.586,4.159,3.618,3.077,2.574,2.09,1.587,1.084,0.561,0.087,4.634,4.121,3.618,3.039,2.574,2.023,1.558,1.055,0.552,0.115,4.586,4.102,3.609,3.03,2.508,2.052,1.539,1.017,0.571,0.106,4.662,4.169,3.628,3.087,2.564,2.061,1.539,1.027,0.523,0.191,4.672,4.14,3.647,3.096,2.574,2.042,1.568,1.084,0.58,0.163
4.672,4.178,3.628,3.115,2.612,2.109,1.644,1.065,0.609,0.144,4.681,4.112,3.618,3.077,2.574,2.08,1.596,1.027,0.561,0.125,4.605,4.15,3.618,3.058,2.555,2.014,1.587,1.027,0.542,0.115,4.615,4.121,3.599,3.096,2.517,2.033,1.501,1.036,0.58,0.134,4.624,4.169,3.618,3.087,2.555,2.052,1.53,1.046,0.59,0.163,4.662,4.14,3.637,3.077,2.583,2.052,1.577,1.084,0.571,0.191
4.634,4.207,3.647,3.096,2.64,2.118,1.615,1.074,0.628,0.172,4.643,4.159,3.647,3.02,2.564,2.118,1.663,1.046,0.656,0.049,4.605,4.159,3.599,3.039,2.555,2.052,1.568,1.017,0.533,0.106,4.605,4.102,3.59,3.106,2.536,1.995,1.549,1.046,0.618,0.125,4.624,4.159,3.59,3.106,2.555,2.071,1.549,1.055,0.647,0.087,4.634,4.15,3.609,3.087,2.564,2.052,1.568,1.065,0.58,0.201
4.662,4.169,3.609,3.115,2.64,2.061,1.587,1.103,0.609,0.182,4.586,4.169,3.618,3.068,2.593,2.099,1.606,1.027,0.58,0.163,4.615,4.131,3.609,3.03,2.555,2.042,1.558,1.017,0.552,0.106,4.605,4.112,3.637,3.096,2.546,2.033,1.53,1.055,0.637,0.106,4.605,4.178,3.618,3.087,2.564,2.023,1.53,1.027,0.542,0.068,4.653,4.15,3.647,3.115,2.564,2.014,1.549,1.055,0.571,0.191
4.643,4.188,3.628,3.087,2.621,2.137,1.625,1.112,0.618,0.153,4.605,4.169,3.628,3.068,2.574,2.09,1.539,1.074,0.656,0.058,4.605,4.131,3.609,3.058,2.593,1.995,1.577,1.027,0.561,0.096,4.643,4.112,3.599,3.068,2.536,2.042,1.53,1.027,0.58,0.096,4.605,4.15,3.628,3.077,2.574,1.995,1.568,1.074,0.523,0.106,4.662,4.131,3.637,3.058,2.583,2.033,1.568,1.084,0.571,0.201
4.653,4.178,3.609,3.106,2.65,2.071,1.625,1.093,0.647,0.172,4.643,4.121,3.628,3.068,2.574,2.071,1.587,1.046,0.599,0.134,4.596,4.121,3.599,3.068,2.593,2.014,1.568,1.027,0.561,0.144,4.643,4.112,3.609,3.096,2.498,2.023,1.549,1.055,0.552,0.115,4.615,4.169,3.609,3.096,2.564,2.014,1.615,1.055,0.542,0.134,4.662,4.131,3.618,3.087,2.574,2.042,1.558,1.065,0.58,0.144
4.681,4.226,3.628,3.068,2.678,2.08,1.606,1.103,0.618,0.153,4.596,4.14,3.58,3.058,2.612,2.09,1.558,1.112,0.694,0.144,4.624,4.131,3.628,3.049,2.564,2.033,1.577,1.027,0.561,0.134,4.568,4.083,3.618,3.058,2.583,2.033,1.501,1.046,0.533,0.106,4.615,4.188,3.647,3.115,2.555,2.023,1.606,1.065,0.542,0.096,4.653,4.14,3.628,3.058,2.593,2.08,1.587,1.065,0.59,0.182
4.691,4.207,3.637,3.068,2.631,2.118,1.587,1.084,0.628,0.144,4.586,4.159,3.618,3.087,2.555,2.128,1.691,1.074,0.647,0.106,4.634,4.15,3.618,3.058,2.546,2.052,1.549,1.055,0.561,0.134,4.605,4.102,3.618,3.096,2.527,2.052,1.511,1.017,0.58,0.134,4.605,4.169,3.628,3.077,2.574,2.014,1.52,1.027,0.561,0.106,4.662,4.14,3.618,3.106,2.583,2.014,1.558,1.055,0.571,0.191
4.643,4.169,3.656,3.087,2.697,2.128,1.625,1.112,0.59,0.172,4.605,4.15,3.59,3.077,2.527,2.052,1.587,1.131,0.609,0.096,4.605,4.121,3.637,3.077,2.546,2.023,1.53,1.065,0.561,0.125,4.596,4.093,3.571,3.125,2.527,2.052,1.511,1.046,0.599,0.087,4.624,4.15,3.599,3.096,2.574,2.042,1.587,1.074,0.609,0.115,4.662,4.131,3.618,3.068,2.583,2.033,1.568,1.027,0.58,0.201
4.653,4.188,3.618,3.068,2.688,2.118,1.625,1.103,0.609,0.172,4.605,4.159,3.59,3.106,2.631,2.061,1.558,1.055,0.571,0.134,4.624,4.131,3.628,3.068,2.574,2.033,1.549,1.036,0.542,0.106,4.615,4.083,3.59,3.077,2.546,2.033,1.473,1.008,0.59,0.058,4.624,4.178,3.609,3.106,2.574,2.023,1.587,1.046,0.58,0.182,4.634,4.15,3.647,3.058,2.593,2.052,1.568,1.074,0.59,0.182
4.672,4.197,3.656,3.115,2.659,2.128,1.577,1.112,0.628,0.134,4.634,4.159,3.618,3.096,2.583,2.071,1.625,0.998,0.609,0.115,4.634,4.131,3.599,3.077,2.583,2.052,1.558,1.046,0.542,0.096,4.615,4.131,3.599,3.068,2.498,2.033,1.511,1.036,0.58,0.153,4.615,4.159,3.609,3.077,2.555,2.033,1.577,0.979,0.523,0.106,4.662,4.131,3.628,3.077,2.602,2.061,1.596,1.074,0.58,0.163
4.672,4.207,3.628,3.058,2.688,2.052,1.606,1.093,0.609,0.144,4.615,4.14,3.647,3.096,2.593,2.071,1.625,1.074,0.637,0.125,4.615,4.102,3.628,3.039,2.536,2.014,1.549,1.055,0.571,0.125,4.624,4.15,3.618,3.096,2.517,2.033,1.549,1.084,0.637,0.172,4.624,4.169,3.571,3.125,2.564,2.061,1.587,1.055,0.59,0.087,4.624,4.14,3.599,3.077,2.574,2.052,1.577,1.065,0.59,0.182
4.653,4.207,3.647,3.077,2.659,2.109,1.596,1.084,0.599,0.115,4.549,4.15,3.599,3.087,2.583,2.109,1.606,1.093,0.59,0.115,4.615,4.121,3.599,3.058,2.583,2.014,1.558,1.065,0.542,0.125,4.586,4.112,3.647,3.096,2.527,2.052,1.52,1.008,0.552,0.163,4.653,4.159,3.628,3.068,2.574,2.023,1.558,1.065,0.58,0.096,4.662,4.14,3.618,3.058,2.593,2.023,1.549,1.036,0.58,0.172
4.662,4.207,3.637,3.068,2.716,2.08,1.644,1.074,0.618,0.125,4.596,4.15,3.637,3.106,2.65,2.052,1.577,1.065,0.628,0.201,4.596,4.112,3.618,3.068,2.546,2.042,1.568,1.036,0.552,0.134,4.605,4.121,3.571,3.115,2.517,2.014,1.511,1.065,0.628,0.144,4.643,4.15,3.647,3.087,2.574,2.042,1.549,1.074,0.58,0.087,4.662,4.121,3.618,3.077,2.593,2.033,1.549,1.036,0.552,0.191
4.672,4.216,3.656,3.125,2.678,2.061,1.587,1.112,0.599,0.134,4.596,4.15,3.628,3.049,2.574,2.08,1.549,1.084,0.59,0.049,4.615,4.112,3.609,3.068,2.564,2.042,1.568,1.046,0.542,0.106,4.653,4.083,3.609,3.058,2.498,2.033,1.53,1.055,0.599,0.163,4.653,4.15,3.628,3.077,2.527,2.071,1.587,1.055,0.561,0.144,4.672,4.131,3.628,3.058,2.583,2.023,1.558,1.103,0.571,0.191
4.653,4.178,3.656,3.039,2.669,2.061,1.625,1.074,0.618,0.172,4.653,4.14,3.59,3.011,2.564,2.071,1.558,1.046,0.609,0.096,4.624,4.102,3.609,3.058,2.546,2.042,1.568,1.046,0.514,0.106,4.615,4.102,3.58,3.03,2.574,2.014,1.501,1.027,0.552,0.106,4.624,4.169,3.609,3.115,2.555,2.014,1.539,0.998,0.609,0.106,4.672,4.14,3.637,3.087,2.583,2.023,1.577,1.074,0.561,0.182
4.662,4.197,3.628,3.049,2.631,2.099,1.625,1.093,0.609,0.172,4.586,4.15,3.618,3.087,2.564,2.052,1.672,1.065,0.609,0.153,4.634,4.14,3.618,3.087,2.593,2.023,1.577,1.055,0.542,0.125,4.624,4.14,3.59,3.068,2.498,2.023,1.52,1.084,0.599,0.134,4.624,4.15,3.618,3.077,2.546,2.023,1.568,1.084,0.514,0.125,4.653,4.15,3.628,3.096,2.583,2.042,1.587,1.074,0.609,0.163
4.653,4.197,3.666,3.125,2.678,2.118,1.615,1.103,0.59,0.182,4.586,4.14,3.59,3.087,2.555,2.147,1.596,1.008,0.609,0.153,4.605,4.112,3.618,3.049,2.564,2.033,1.549,1.008,0.552,0.172,4.568,4.121,3.609,3.134,2.564,2.033,1.511,1.046,0.609,0.134,4.634,4.159,3.637,3.115,2.555,2.071,1.596,1.046,0.628,0.153,4.653,4.15,3.628,3.087,2.593,2.033,1.549,1.074,0.552,0.153
4.691,4.207,3.637,3.087,2.659,2.118,1.587,1.074,0.609,0.144,4.634,4.14,3.59,3.077,2.583,2.071,1.625,1.036,0.666,0.03,4.605,4.131,3.628,3.068,2.546,2.033,1.568,1.027,0.514,0.096,4.653,4.093,3.637,3.03,2.536,2.004,1.511,1.008,0.599,0.163,4.634,4.14,3.637,3.115,2.564,2.042,1.577,1.027,0.571,0.106,4.643,4.15,3.647,3.077,2.574,2.042,1.577,1.074,0.599,0.182
4.653,4.178,3.666,3.125,2.621,2.118,1.596,1.093,0.609,0.134,4.596,4.159,3.609,3.049,2.602,2.071,1.596,1.103,0.656,0.163,4.605,4.121,3.628,3.087,2.546,2.052,1.549,1.046,0.533,0.106,4.624,4.121,3.618,3.058,2.536,2.014,1.482,1.017,0.628,0.182,4.634,4.178,3.618,3.096,2.564,2.023,1.539,1.074,0.542,0.087,4.634,4.15,3.628,3.096,2.564,2.08,1.577,1.055,0.552,0.229
4.653,4.197,3.628,3.087,2.659,2.09,1.625,1.093,0.609,0.172,4.605,4.14,3.647,3.058,2.631,2.109,1.615,1.055,0.609,0.153,4.624,4.121,3.618,3.068,2.602,2.033,1.549,1.036,0.561,0.125,4.596,4.102,3.571,3.125,2.508,2.042,1.52,1.046,0.609,0.134,4.615,4.15,3.599,3.087,2.536,2.004,1.549,1.065,0.542,0.144,4.653,4.15,3.647,3.068,2.583,2.023,1.596,1.103,0.609,0.201
4.672,4.226,3.647,3.125,2.707,2.071,1.625,1.074,0.618,0.191,4.577,4.14,3.599,3.087,2.536,2.08,1.644,1.065,0.675,0.115,4.643,4.131,3.637,3.068,2.527,2.042,1.53,1.046,0.58,0.125,4.605,4.093,3.618,3.049,2.536,2.071,1.501,1.036,0.571,0.096,4.634,4.15,3.59,3.058,2.555,2.023,1.568,1.036,0.571,0.115,4.653,4.169,3.637,3.068,2.555,2.023,1.558,1.065,0.59,0.248
4.653,4.188,3.628,3.068,2.612,2.099,1.558,1.112,0.609,0.153,4.596,4.159,3.58,3.106,2.574,2.071,1.596,1.16,0.628,0.153,4.596,4.112,3.618,3.077,2.564,2.052,1.549,1.046,0.542,0.115,4.634,4.112,3.618,3.049,2.564,2.014,1.501,1.074,0.618,0.134,4.615,4.178,3.628,3.077,2.564,2.014,1.539,1.093,0.628,0.134,4.643,4.14,3.628,3.068,2.546,2.023,1.596,1.055,0.561,0.201
4.653,4.169,3.637,3.058,2.65,2.137,1.549,1.084,0.609,0.134,4.568,4.15,3.628,3.077,2.517,2.09,1.577,1.046,0.618,0.144,4.624,4.121,3.618,3.058,2.564,2.071,1.577,1.046,0.552,0.106,4.586,4.131,3.599,3.02,2.536,2.061,1.52,1.008,0.609,0.106,4.634,4.178,3.609,3.115,2.602,2.023,1.539,1.055,0.571,0.077,4.653,4.14,3.609,3.049,2.593,2.08,1.577,1.065,0.58,0.21
4.653,4.216,3.618,3.087,2.669,2.099,1.634,1.084,0.58,0.125,4.577,4.14,3.571,3.115,2.612,2.099,1.625,1.027,0.561,0.144,4.615,4.102,3.618,3.049,2.574,2.042,1.558,1.027,0.561,0.115,4.643,4.093,3.609,3.087,2.536,2.052,1.53,1.036,0.59,0.115,4.653,4.15,3.637,3.058,2.593,2.042,1.549,1.027,0.59,0.163,4.662,4.159,3.609,3.106,2.574,2.061,1.587,1.074,0.59,0.163
4.672,4.197,3.628,3.106,2.621,2.071,1.606,1.103,0.609,0.153,4.634,4.15,3.628,3.087,2.612,2.147,1.587,1.065,0.637,0.087,4.605,4.131,3.618,3.039,2.555,2.014,1.587,0.998,0.542,0.115,4.596,4.102,3.59,3.096,2.546,2.052,1.511,1.093,0.542,0.106,4.624,4.178,3.618,3.096,2.536,2.033,1.577,1.046,0.59,0.115,4.672,4.14,3.647,3.068,2.574,2.023,1.577,1.084,0.561,0.201
4.672,4.197,3.618,3.106,2.659,2.128,1.587,1.122,0.609,0.134,4.653,4.14,3.647,3.058,2.612,2.08,1.615,1.017,0.618,0.153,4.596,4.131,3.59,3.068,2.564,2.052,1.549,1.055,0.495,0.087,4.605,4.121,3.618,3.087,2.527,2.042,1.549,1.065,0.59,0.134,4.624,4.15,3.599,3.077,2.564,2.014,1.549,1.027,0.561,0.115,4.653,4.15,3.628,3.106,2.574,2.033,1.587,1.084,0.599,0.182
4.653,4.188,3.618,3.087,2.64,2.128,1.644,1.093,0.609,0.201,4.624,4.14,3.647,3.068,2.612,2.147,1.634,1.065,0.637,0.106,4.596,4.15,3.599,3.058,2.564,2.052,1.558,1.017,0.533,0.106,4.615,4.102,3.647,3.106,2.517,2.004,1.539,1.074,0.618,0.163,4.605,4.14,3.647,3.068,2.546,2.052,1.53,1.055,0.542,0.115,4.672,4.131,3.637,3.077,2.564,2.042,1.577,1.093,0.59,0.182
4.672,4.159,3.637,3.077,2.659,2.109,1.587,1.093,0.628,0.191,4.624,4.169,3.599,3.115,2.555,2.099,1.615,1.112,0.637,0.201,4.568,4.121,3.599,3.039,2.546,2.033,1.549,1.055,0.552,0.106,4.643,4.112,3.561,3.096,2.527,1.957,1.53,1.027,0.647,0.201,4.634,4.169,3.628,3.106,2.555,2.004,1.539,1.036,0.599,0.125,4.653,4.15,3.618,3.087,2.574,2.033,1.577,1.074,0.571,0.134
4.653,4.178,3.647,3.087,2.678,2.147,1.615,1.103,0.609,0.144,4.681,4.14,3.618,3.087,2.583,2.071,1.653,1.188,0.618,0.172,4.624,4.14,3.609,3.049,2.583,2.004,1.539,1.065,0.523,0.106,4.653,4.131,3.599,3.106,2.527,1.985,1.539,1.055,0.599,0.153,4.643,4.159,3.628,3.087,2.574,2.052,1.615,1.055,0.609,0.134,4.653,4.131,3.618,3.068,2.593,2.033,1.587,1.065,0.58,0.191
4.653,4.178,3.618,3.058,2.602,2.128,1.625,1.103,0.609,0.182,4.596,4.159,3.571,3.03,2.602,2.128,1.577,1.055,0.694,0.049,4.605,4.121,3.59,3.058,2.564,2.023,1.577,1.046,0.542,0.144,4.643,4.102,3.609,3.087,2.498,1.995,1.549,1.084,0.58,0.087,4.605,4.15,3.618,3.115,2.536,2.061,1.549,1.074,0.618,0.077,4.672,4.131,3.618,3.077,2.602,2.052,1.587,1.065,0.58,0.191
4.653,4.197,3.637,3.077,2.669,2.128,1.615,1.112,0.609,0.144,4.539,4.15,3.628,3.068,2.574,2.052,1.539,1.093,0.628,0.134,4.605,4.14,3.609,3.058,2.555,2.042,1.558,1.046,0.542,0.087,4.549,4.102,3.637,3.096,2.479,1.995,1.52,1.027,0.552,0.163,4.624,4.178,3.599,3.077,2.564,2.014,1.587,1.046,0.561,0.077,4.662,4.14,3.637,3.058,2.612,2.052,1.549,1.065,0.561,0.144
4.634,4.197,3.609,3.068,2.631,2.118,1.634,1.065,0.628,0.134,4.643,4.169,3.609,3.087,2.564,2.118,1.615,1.103,0.609,0.096,4.643,4.14,3.599,3.077,2.555,2.042,1.568,1.008,0.552,0.106,4.624,4.112,3.561,3.087,2.546,2.023,1.52,1.008,0.609,0.134,4.624,4.15,3.618,3.077,2.564,2.014,1.615,1.046,0.599,0.096,4.653,4.131,3.637,3.068,2.583,2.061,1.568,1.074,0.609,0.182
4.653,4.188,3.647,3.077,2.669,2.09,1.606,1.103,0.618,0.153,4.643,4.15,3.609,3.096,2.583,2.09,1.663,1.074,0.618,0.172,4.605,4.121,3.59,3.068,2.583,2.023,1.577,1.027,0.561,0.115,4.653,4.093,3.571,3.077,2.527,2.042,1.511,1.065,0.561,0.087,4.643,4.197,3.609,3.106,2.564,2.023,1.577,1.046,0.609,0.172,4.662,4.15,3.647,3.106,2.593,2.052,1.568,1.055,0.58,0.182
4.653,4.197,3.637,3.087,2.659,2.071,1.587,1.084,0.609,0.144,4.643,4.159,3.561,3.058,2.564,2.118,1.577,1.065,0.618,0.144,4.605,4.121,3.628,3.077,2.593,2.033,1.549,1.046,0.533,0.115,4.605,4.14,3.599,3.096,2.546,2.042,1.539,1.046,0.599,0.153,4.605,4.159,3.618,3.087,2.564,2.014,1.606,1.036,0.599,0.144,4.662,4.15,3.628,3.087,2.583,2.052,1.577,1.084,0.571,0.201
4.662,4.207,3.637,3.125,2.602,2.128,1.663,1.131,0.609,0.201,4.643,4.14,3.609,3.077,2.555,2.137,1.615,1.017,0.628,0.182,4.605,4.131,3.59,3.039,2.564,2.004,1.549,1.055,0.561,0.106,4.615,4.083,3.609,3.106,2.546,2.052,1.492,1.036,0.58,0.106,4.653,4.15,3.647,3.096,2.546,2.052,1.606,1.027,0.628,0.096,4.653,4.15,3.647,3.058,2.574,2.033,1.568,1.036,0.561,0.172
4.672,4.207,3.656,3.049,2.65,2.118,1.615,1.103,0.599,0.163,4.596,4.15,3.609,3.096,2.574,2.08,1.558,1.046,0.599,0.134,4.624,4.14,3.59,3.077,2.546,2.042,1.577,1.046,0.552,0.125,4.615,4.112,3.618,3.077,2.555,2.023,1.558,1.036,0.609,0.087,4.605,4.178,3.609,3.115,2.583,2.042,1.53,1.065,0.542,0.096,4.653,4.15,3.618,3.068,2.583,2.042,1.558,1.074,0.599,0.172
4.662,4.207,3.628,3.096,2.621,2.09,1.587,1.093,0.599,0.134,4.586,4.15,3.618,3.087,2.65,2.014,1.501,1.112,0.571,0.134,4.615,4.131,3.628,3.039,2.564,2.061,1.577,1.036,0.542,0.134,4.653,4.093,3.599,3.106,2.536,2.033,1.539,1.008,0.571,0.134,4.624,4.178,3.637,3.096,2.555,2.023,1.53,1.065,0.609,0.096,4.643,4.15,3.618,3.068,2.593,2.033,1.587,1.074,0.58,0.182
4.653,4.178,3.647,3.134,2.688,2.08,1.625,1.141,0.609,0.134,4.605,4.159,3.599,3.134,2.564,2.042,1.625,1.112,0.552,0.153,4.586,4.14,3.647,3.068,2.555,2.023,1.587,1.036,0.552,0.153,4.586,4.112,3.618,3.096,2.546,2.004,1.511,1.046,0.609,0.115,4.643,4.15,3.618,3.096,2.564,2.014,1.558,1.046,0.542,0.087,4.634,4.14,3.637,3.096,2.564,2.042,1.577,1.084,0.58,0.153
4.653,4.159,3.628,3.096,2.659,2.099,1.653,1.055,0.637,0.144,4.634,4.14,3.637,3.115,2.564,2.08,1.606,1.065,0.647,0.163,4.615,4.121,3.609,3.068,2.593,2.014,1.549,1.055,0.59,0.115,4.586,4.083,3.59,3.087,2.527,1.995,1.501,1.065,0.609,0.134,4.643,4.159,3.656,3.087,2.602,2.014,1.568,1.046,0.599,0.163,4.672,4.15,3.656,3.096,2.583,2.099,1.577,1.046,0.571,0.172
4.672,4.226,3.647,3.096,2.64,2.09,1.644,1.065,0.618,0.172,4.653,4.14,3.647,3.087,2.546,2.128,1.634,1.065,0.618,0.058,4.643,4.121,3.628,3.077,2.583,2.023,1.558,1.055,0.552,0.115,4.624,4.14,3.609,3.125,2.527,2.042,1.539,1.065,0.533,0.134,4.634,4.169,3.618,3.087,2.546,2.033,1.52,1.017,0.571,0.115,4.653,4.15,3.628,3.049,2.564,2.052,1.587,1.046,0.58,0.22
4.653,4.207,3.647,3.115,2.64,2.09,1.596,1.093,0.609,0.153,4.634,4.14,3.618,3.068,2.593,2.08,1.587,1.112,0.58,0.258,4.605,4.121,3.609,3.039,2.564,2.042,1.558,1.046,0.542,0.144,4.624,4.093,3.571,3.058,2.508,2.033,1.52,1.027,0.58,0.125,4.634,4.188,3.647,3.077,2.555,2.033,1.52,1.055,0.542,0.106,4.653,4.14,3.609,3.077,2.583,2.052,1.577,1.055,0.599,0.163
